Tweet                                                       Match                                                       Polarity       
RT AuschwitzMuseum Learn about the fate of Jews de          []                                                          NEUTRAL        
                                                            []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT PolaLem International students urge Japan to dr          [critics]                                                   NEGATIVE       
RT bp38213118 EliseLucet bonsoir madame y auratil           []                                                          NEUTRAL        
RT DrLindaDykes When is the govt going to step up           [symptoms, good, enough]                                    POSITIVE       
Moms for Liberty are worried about their childrens          [liberty, worried, misguided]                               NEGATIVE       
slickcritic LabForGov BritainElects SavantaComRes           []                                                          NEUTRAL        
RT BlocksIreland Higher Education is no longer an           [crumbling]                                                 NEGATIVE       
SLTLaurenS My cough groups include education inter          [supportive]                                                POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT widavision I want a refund for all that time I           [tired, depressed, refund]                                  NEGATIVE       
NEPHYRUS i guess education is not important when y          [important]                                                 POSITIVE       
RT PittsburghPG CMU alumnus and trustee who went t          [dies, crash]                                               NEGATIVE       
AdrianaLaGrange CIJAinfo CanadianFSWC bnaibrithcan          [badly]                                                     NEGATIVE       
RT hankgreen Pro Tip Anyone who says they know how          [wrong]                                                     NEGATIVE       
RT CityofReno In celebration of Indigenous Heritag          [celebration]                                               POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
Loutrinette petipossum il reste dans les milieux a          []                                                          NEUTRAL        
RT BroHieremias What if the cure for cancer is wit          [cancer, cure]                                              NEUTRAL        
RT TeachThought Inquirybased learning is an approa          []                                                          NEUTRAL        
nbooth2506 DrFautley If a school cant score higher          [outstanding]                                               POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
Has elite education given ugly boys too far                 [ugly, elite]                                               NEUTRAL        
The families especially the children of women who           [die, worse, wellbeing, lost]                               NEGATIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
During the Nelson County School Boards meeting Thu          []                                                          NEUTRAL        
RT CatrionaGolden If you work in Ed you fill out c          [work]                                                      POSITIVE       
FLEX fam Are you ready for International Education          [ready]                                                     POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT eduecosystem1 Top 10 Opensource Test Automation          [top]                                                       POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT RafikSmati La France bat le record mondial des           []                                                          NEUTRAL        
KyrieFaye I would argue the Texas Institute of Tec          [best, worth]                                               POSITIVE       
RT eduecosystem1 Metaverse What does this new real          []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
SavannaGirlXO Unfortunately the audience for this           [stupid, unlikely, unfortunately, like, inexpensive, pricey]NEGATIVE       
RT shocks no one gave a shit that rent education h          [shit]                                                      NEGATIVE       
RT AndersonBooz In light of todays examples of rac          [racism]                                                    NEGATIVE       
RT ChellelouWads Raise your hand if you believe in          [accurate, discomfort, embarrassment]                       NEGATIVE       
JessicaTarlov TheFive Americans are uniting and wi          [support, wise]                                             POSITIVE       
mattsheffield In defense theyve apparently changed          []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT RandPaul Dr Eberling is right socialism seeks t          [right]                                                     POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
SandyTheis Perhaps this video is another example o          [passion, promise]                                          POSITIVE       
RT WildHorseEdu Breaking Wild Horse Education file          [wild, breaking]                                            NEGATIVE       
EMKrauft GeoffreyCrayon7 AngieMaxwell1 AutumnDamnI          [amazing, hates]                                            NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT iamchrisani We have broken down Crypto terminol          [love, broken]                                              NEUTRAL        
Le stress financier de la pop tudiante continue da          [stress]                                                    NEGATIVE       
RT marykfoy The Minister for higher and further ed          [failed]                                                    NEGATIVE       
Morning In 10 minutes we will begin a beary cool b          [free, cool]                                                POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
Moms for Liberty are worried about their childrens          [liberty, worried, misguided]                               NEGATIVE       
Burrwin Yeah Reading Wikipedia is real education            []                                                          NEUTRAL        
Will later education score get get si9 M5 PCP MD63          []                                                          NEUTRAL        
A 270km daily trip to college The rise of the long          []                                                          NEUTRAL        
RT osstf OSSTFFEESO reacts to Ministry of Educatio          []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT News12BK TEACHER ARRESTED The NYPD says a Depar          []                                                          NEUTRAL        
Lacteur Forest Whitaker va investir pour la jeunes          []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT InclusionIre Great to see the Centre for Intell          [great]                                                     POSITIVE       
InterloperX wildabeast630 benshapiro Transformatio          [hard, racist, like, work]                                  NEUTRAL        
As if an agency full of education bureaucrats coul          []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
EducateIN recognized 35 schools with the Purple St          []                                                          NEUTRAL        
RT bp38213118 EliseLucet bonsoir madame y auratil           []                                                          NEUTRAL        
RT immender aesthetefuckery NotPotBol postcrunk Wh          []                                                          NEUTRAL        
MSNBC Texas should not be allowed to have anything          []                                                          NEUTRAL        
The first company in America that rediscovers the           [free, fat, dominate]                                       POSITIVE       
RT fnrahemtulla donwinslow This judge had formal e          [ignorant]                                                  NEGATIVE       
RT 36global The UN has to declare code red to the           [crisis, faster]                                            POSITIVE       
RT DanMcGarvey Alberta Education removes document           [positive]                                                  POSITIVE       
RT GovRonDeSantis Florida is leading the way in ed          [bonuses, leading]                                          POSITIVE       
RT TBeretvas Come join us and please spread the wo          []                                                          NEUTRAL        
RT hightequila AdrianaLaGrange You had no idea thi          []                                                          NEUTRAL        
RT thecableng Buhari Nigerians competitive abroad           [good, competitive]                                         POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
This seems worse than a few library books txed txl          [worse]                                                     NEGATIVE       
Education Emily werent already doing it Writing is          []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
Faculty knowledge and attitudes about sex and gend          [important, top, great]                                     POSITIVE       
RT bp38213118 EliseLucet bonsoir madame y auratil           []                                                          NEUTRAL        
RT senatorduff SenatorBigBird has my endorsement f          [supports, pretty, endorsement, like, cool]                 POSITIVE       
RT katieemeyer4 Theres a post2021 narrative that b          [issues, helping, victory]                                  POSITIVE       
RT AllCBSENews CBSE CISCE Students Move Supreme Co          [supreme]                                                   POSITIVE       
RT eduecosystem1 Top 10 Opensource Test Automation          [top]                                                       POSITIVE       
RT LeughNS TipperaryLive TipperaryGAA cnambnaisiun          []                                                          NEUTRAL        
RT LucyHunterB Theres something very odd going on           [odd]                                                       NEGATIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT McKelvieWard25 Flicitations lUniversit de lOnta          [excellent]                                                 POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
Registration for 2022 Future of Education Technolo          [super, savings]                                            POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT heatherdcoleman MerlinofCanada Slipped by the w          []                                                          NEUTRAL        
RT X0267656 a laisse pantois explication Manque de          [respect]                                                   POSITIVE       
RT allstarsshow Mais quand le destin frappe sa fam          []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT AuschwitzMuseum Learn about the fate of Jews de          []                                                          NEUTRAL        
                                                            []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT PolaLem International students urge Japan to dr          [critics]                                                   NEGATIVE       
RT bp38213118 EliseLucet bonsoir madame y auratil           []                                                          NEUTRAL        
RT DrLindaDykes When is the govt going to step up           [symptoms, good, enough]                                    POSITIVE       
Moms for Liberty are worried about their childrens          [liberty, worried, misguided]                               NEGATIVE       
slickcritic LabForGov BritainElects SavantaComRes           []                                                          NEUTRAL        
RT BlocksIreland Higher Education is no longer an           [crumbling]                                                 NEGATIVE       
SLTLaurenS My cough groups include education inter          [supportive]                                                POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT widavision I want a refund for all that time I           [tired, depressed, refund]                                  NEGATIVE       
NEPHYRUS i guess education is not important when y          [important]                                                 POSITIVE       
RT PittsburghPG CMU alumnus and trustee who went t          [dies, crash]                                               NEGATIVE       
AdrianaLaGrange CIJAinfo CanadianFSWC bnaibrithcan          [badly]                                                     NEGATIVE       
RT hankgreen Pro Tip Anyone who says they know how          [wrong]                                                     NEGATIVE       
RT CityofReno In celebration of Indigenous Heritag          [celebration]                                               POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
Loutrinette petipossum il reste dans les milieux a          []                                                          NEUTRAL        
RT BroHieremias What if the cure for cancer is wit          [cancer, cure]                                              NEUTRAL        
RT TeachThought Inquirybased learning is an approa          []                                                          NEUTRAL        
nbooth2506 DrFautley If a school cant score higher          [outstanding]                                               POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
Has elite education given ugly boys too far                 [ugly, elite]                                               NEUTRAL        
The families especially the children of women who           [die, worse, wellbeing, lost]                               NEGATIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
During the Nelson County School Boards meeting Thu          []                                                          NEUTRAL        
RT CatrionaGolden If you work in Ed you fill out c          [work]                                                      POSITIVE       
FLEX fam Are you ready for International Education          [ready]                                                     POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT eduecosystem1 Top 10 Opensource Test Automation          [top]                                                       POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT RafikSmati La France bat le record mondial des           []                                                          NEUTRAL        
KyrieFaye I would argue the Texas Institute of Tec          [best, worth]                                               POSITIVE       
RT eduecosystem1 Metaverse What does this new real          []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
SavannaGirlXO Unfortunately the audience for this           [stupid, unlikely, unfortunately, like, inexpensive, pricey]NEGATIVE       
RT shocks no one gave a shit that rent education h          [shit]                                                      NEGATIVE       
RT AndersonBooz In light of todays examples of rac          [racism]                                                    NEGATIVE       
RT ChellelouWads Raise your hand if you believe in          [accurate, discomfort, embarrassment]                       NEGATIVE       
JessicaTarlov TheFive Americans are uniting and wi          [support, wise]                                             POSITIVE       
mattsheffield In defense theyve apparently changed          []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT RandPaul Dr Eberling is right socialism seeks t          [right]                                                     POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
SandyTheis Perhaps this video is another example o          [passion, promise]                                          POSITIVE       
RT WildHorseEdu Breaking Wild Horse Education file          [wild, breaking]                                            NEGATIVE       
EMKrauft GeoffreyCrayon7 AngieMaxwell1 AutumnDamnI          [amazing, hates]                                            NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT iamchrisani We have broken down Crypto terminol          [love, broken]                                              NEUTRAL        
Le stress financier de la pop tudiante continue da          [stress]                                                    NEGATIVE       
RT marykfoy The Minister for higher and further ed          [failed]                                                    NEGATIVE       
Morning In 10 minutes we will begin a beary cool b          [free, cool]                                                POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
Moms for Liberty are worried about their childrens          [liberty, worried, misguided]                               NEGATIVE       
Burrwin Yeah Reading Wikipedia is real education            []                                                          NEUTRAL        
Will later education score get get si9 M5 PCP MD63          []                                                          NEUTRAL        
A 270km daily trip to college The rise of the long          []                                                          NEUTRAL        
RT osstf OSSTFFEESO reacts to Ministry of Educatio          []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT News12BK TEACHER ARRESTED The NYPD says a Depar          []                                                          NEUTRAL        
Lacteur Forest Whitaker va investir pour la jeunes          []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT InclusionIre Great to see the Centre for Intell          [great]                                                     POSITIVE       
InterloperX wildabeast630 benshapiro Transformatio          [hard, racist, like, work]                                  NEUTRAL        
As if an agency full of education bureaucrats coul          []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
EducateIN recognized 35 schools with the Purple St          []                                                          NEUTRAL        
RT bp38213118 EliseLucet bonsoir madame y auratil           []                                                          NEUTRAL        
RT immender aesthetefuckery NotPotBol postcrunk Wh          []                                                          NEUTRAL        
MSNBC Texas should not be allowed to have anything          []                                                          NEUTRAL        
The first company in America that rediscovers the           [free, fat, dominate]                                       POSITIVE       
RT fnrahemtulla donwinslow This judge had formal e          [ignorant]                                                  NEGATIVE       
RT 36global The UN has to declare code red to the           [crisis, faster]                                            POSITIVE       
RT DanMcGarvey Alberta Education removes document           [positive]                                                  POSITIVE       
RT GovRonDeSantis Florida is leading the way in ed          [bonuses, leading]                                          POSITIVE       
RT TBeretvas Come join us and please spread the wo          []                                                          NEUTRAL        
RT hightequila AdrianaLaGrange You had no idea thi          []                                                          NEUTRAL        
RT thecableng Buhari Nigerians competitive abroad           [good, competitive]                                         POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
This seems worse than a few library books txed txl          [worse]                                                     NEGATIVE       
Education Emily werent already doing it Writing is          []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
Faculty knowledge and attitudes about sex and gend          [important, top, great]                                     POSITIVE       
RT bp38213118 EliseLucet bonsoir madame y auratil           []                                                          NEUTRAL        
RT senatorduff SenatorBigBird has my endorsement f          [supports, pretty, endorsement, like, cool]                 POSITIVE       
RT katieemeyer4 Theres a post2021 narrative that b          [issues, helping, victory]                                  POSITIVE       
RT AllCBSENews CBSE CISCE Students Move Supreme Co          [supreme]                                                   POSITIVE       
RT eduecosystem1 Top 10 Opensource Test Automation          [top]                                                       POSITIVE       
RT LeughNS TipperaryLive TipperaryGAA cnambnaisiun          []                                                          NEUTRAL        
RT LucyHunterB Theres something very odd going on           [odd]                                                       NEGATIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT KYSUag Happy National STEMSTEAM Day Today we ac          [celebrate, happy]                                          POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT McKelvieWard25 Flicitations lUniversit de lOnta          [excellent]                                                 POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
Registration for 2022 Future of Education Technolo          [super, savings]                                            POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT heatherdcoleman MerlinofCanada Slipped by the w          []                                                          NEUTRAL        
RT X0267656 a laisse pantois explication Manque de          [respect]                                                   POSITIVE       
RT allstarsshow Mais quand le destin frappe sa fam          []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT AuschwitzMuseum Learn about the fate of Jews de          []                                                          NEUTRAL        
                                                            []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT PolaLem International students urge Japan to dr          [critics]                                                   NEGATIVE       
RT bp38213118 EliseLucet bonsoir madame y auratil           []                                                          NEUTRAL        
RT DrLindaDykes When is the govt going to step up           [symptoms, good, enough]                                    POSITIVE       
Moms for Liberty are worried about their childrens          [liberty, worried, misguided]                               NEGATIVE       
slickcritic LabForGov BritainElects SavantaComRes           []                                                          NEUTRAL        
RT BlocksIreland Higher Education is no longer an           [crumbling]                                                 NEGATIVE       
SLTLaurenS My cough groups include education inter          [supportive]                                                POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT widavision I want a refund for all that time I           [tired, depressed, refund]                                  NEGATIVE       
NEPHYRUS i guess education is not important when y          [important]                                                 POSITIVE       
RT PittsburghPG CMU alumnus and trustee who went t          [dies, crash]                                               NEGATIVE       
AdrianaLaGrange CIJAinfo CanadianFSWC bnaibrithcan          [badly]                                                     NEGATIVE       
RT hankgreen Pro Tip Anyone who says they know how          [wrong]                                                     NEGATIVE       
RT CityofReno In celebration of Indigenous Heritag          [celebration]                                               POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
Loutrinette petipossum il reste dans les milieux a          []                                                          NEUTRAL        
RT BroHieremias What if the cure for cancer is wit          [cancer, cure]                                              NEUTRAL        
RT TeachThought Inquirybased learning is an approa          []                                                          NEUTRAL        
nbooth2506 DrFautley If a school cant score higher          [outstanding]                                               POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
Has elite education given ugly boys too far                 [ugly, elite]                                               NEUTRAL        
The families especially the children of women who           [die, worse, wellbeing, lost]                               NEGATIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
During the Nelson County School Boards meeting Thu          []                                                          NEUTRAL        
RT CatrionaGolden If you work in Ed you fill out c          [work]                                                      POSITIVE       
FLEX fam Are you ready for International Education          [ready]                                                     POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT eduecosystem1 Top 10 Opensource Test Automation          [top]                                                       POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT RafikSmati La France bat le record mondial des           []                                                          NEUTRAL        
KyrieFaye I would argue the Texas Institute of Tec          [best, worth]                                               POSITIVE       
RT eduecosystem1 Metaverse What does this new real          []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
SavannaGirlXO Unfortunately the audience for this           [stupid, unlikely, unfortunately, like, inexpensive, pricey]NEGATIVE       
RT shocks no one gave a shit that rent education h          [shit]                                                      NEGATIVE       
RT AndersonBooz In light of todays examples of rac          [racism]                                                    NEGATIVE       
RT ChellelouWads Raise your hand if you believe in          [accurate, discomfort, embarrassment]                       NEGATIVE       
JessicaTarlov TheFive Americans are uniting and wi          [support, wise]                                             POSITIVE       
mattsheffield In defense theyve apparently changed          []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT RandPaul Dr Eberling is right socialism seeks t          [right]                                                     POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
SandyTheis Perhaps this video is another example o          [passion, promise]                                          POSITIVE       
RT WildHorseEdu Breaking Wild Horse Education file          [wild, breaking]                                            NEGATIVE       
EMKrauft GeoffreyCrayon7 AngieMaxwell1 AutumnDamnI          [amazing, hates]                                            NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT iamchrisani We have broken down Crypto terminol          [love, broken]                                              NEUTRAL        
Le stress financier de la pop tudiante continue da          [stress]                                                    NEGATIVE       
RT marykfoy The Minister for higher and further ed          [failed]                                                    NEGATIVE       
Morning In 10 minutes we will begin a beary cool b          [free, cool]                                                POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
Moms for Liberty are worried about their childrens          [liberty, worried, misguided]                               NEGATIVE       
Burrwin Yeah Reading Wikipedia is real education            []                                                          NEUTRAL        
Will later education score get get si9 M5 PCP MD63          []                                                          NEUTRAL        
A 270km daily trip to college The rise of the long          []                                                          NEUTRAL        
RT osstf OSSTFFEESO reacts to Ministry of Educatio          []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT News12BK TEACHER ARRESTED The NYPD says a Depar          []                                                          NEUTRAL        
Lacteur Forest Whitaker va investir pour la jeunes          []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT InclusionIre Great to see the Centre for Intell          [great]                                                     POSITIVE       
InterloperX wildabeast630 benshapiro Transformatio          [hard, racist, like, work]                                  NEUTRAL        
As if an agency full of education bureaucrats coul          []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
EducateIN recognized 35 schools with the Purple St          []                                                          NEUTRAL        
RT bp38213118 EliseLucet bonsoir madame y auratil           []                                                          NEUTRAL        
RT immender aesthetefuckery NotPotBol postcrunk Wh          []                                                          NEUTRAL        
MSNBC Texas should not be allowed to have anything          []                                                          NEUTRAL        
The first company in America that rediscovers the           [free, fat, dominate]                                       POSITIVE       
RT fnrahemtulla donwinslow This judge had formal e          [ignorant]                                                  NEGATIVE       
RT 36global The UN has to declare code red to the           [crisis, faster]                                            POSITIVE       
RT DanMcGarvey Alberta Education removes document           [positive]                                                  POSITIVE       
RT GovRonDeSantis Florida is leading the way in ed          [bonuses, leading]                                          POSITIVE       
RT TBeretvas Come join us and please spread the wo          []                                                          NEUTRAL        
RT hightequila AdrianaLaGrange You had no idea thi          []                                                          NEUTRAL        
RT thecableng Buhari Nigerians competitive abroad           [good, competitive]                                         POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
This seems worse than a few library books txed txl          [worse]                                                     NEGATIVE       
Education Emily werent already doing it Writing is          []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
Faculty knowledge and attitudes about sex and gend          [important, top, great]                                     POSITIVE       
RT bp38213118 EliseLucet bonsoir madame y auratil           []                                                          NEUTRAL        
RT senatorduff SenatorBigBird has my endorsement f          [supports, pretty, endorsement, like, cool]                 POSITIVE       
RT katieemeyer4 Theres a post2021 narrative that b          [issues, helping, victory]                                  POSITIVE       
RT AllCBSENews CBSE CISCE Students Move Supreme Co          [supreme]                                                   POSITIVE       
RT eduecosystem1 Top 10 Opensource Test Automation          [top]                                                       POSITIVE       
RT LeughNS TipperaryLive TipperaryGAA cnambnaisiun          []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
Thats pretty cool Apparently Venus and Serenas dad          [violent, pretty, cool]                                     POSITIVE       
RT AdventistReview Did you attend Adventist school          [like]                                                      POSITIVE       
RT KYSUag Happy National STEMSTEAM Day Today we ac          [celebrate, happy]                                          POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT McKelvieWard25 Flicitations lUniversit de lOnta          [excellent]                                                 POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
Registration for 2022 Future of Education Technolo          [super, savings]                                            POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT heatherdcoleman MerlinofCanada Slipped by the w          []                                                          NEUTRAL        
RT X0267656 a laisse pantois explication Manque de          [respect]                                                   POSITIVE       
RT allstarsshow Mais quand le destin frappe sa fam          []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT AuschwitzMuseum Learn about the fate of Jews de          []                                                          NEUTRAL        
                                                            []                                                          NEUTRAL        
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT PolaLem International students urge Japan to dr          [critics]                                                   NEGATIVE       
RT bp38213118 EliseLucet bonsoir madame y auratil           []                                                          NEUTRAL        
RT DrLindaDykes When is the govt going to step up           [symptoms, good, enough]                                    POSITIVE       
Moms for Liberty are worried about their childrens          [liberty, worried, misguided]                               NEGATIVE       
slickcritic LabForGov BritainElects SavantaComRes           []                                                          NEUTRAL        
RT BlocksIreland Higher Education is no longer an           [crumbling]                                                 NEGATIVE       
SLTLaurenS My cough groups include education inter          [supportive]                                                POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
RT widavision I want a refund for all that time I           [tired, depressed, refund]                                  NEGATIVE       
NEPHYRUS i guess education is not important when y          [important]                                                 POSITIVE       
RT PittsburghPG CMU alumnus and trustee who went t          [dies, crash]                                               NEGATIVE       
AdrianaLaGrange CIJAinfo CanadianFSWC bnaibrithcan          [badly]                                                     NEGATIVE       
RT hankgreen Pro Tip Anyone who says they know how          [wrong]                                                     NEGATIVE       
RT CityofReno In celebration of Indigenous Heritag          [celebration]                                               POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
Loutrinette petipossum il reste dans les milieux a          []                                                          NEUTRAL        
RT BroHieremias What if the cure for cancer is wit          [cancer, cure]                                              NEUTRAL        
RT TeachThought Inquirybased learning is an approa          []                                                          NEUTRAL        
nbooth2506 DrFautley If a school cant score higher          [outstanding]                                               POSITIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
Has elite education given ugly boys too far                 [ugly, elite]                                               NEUTRAL        
The families especially the children of women who           [die, worse, wellbeing, lost]                               NEGATIVE       
RT TinaJoh31782228 Usa difficult prisoners to our           [difficult, respect, hard]                                  NEGATIVE       
