id,house_owner,mortgage,value,car_probability
33838,OWNER,LOW,31664,7
33839,OWNER,LOW,122516,7
33840,RENTER,LOW,196000,3
33841,RENTER,LOW,46056,2
33842,RENTER,LOW,0,5
33843,RENTER,LOW,457625,2
33844,,LOW,121676,3
33845,RENTER,LOW,0,3
33846,RENTER,LOW,0,6
33847,RENTER,LOW,0,6
33848,RENTER,LOW,0,5
33849,RENTER,LOW,0,8
33850,RENTER,LOW,116887,4
33851,,LOW,0,6
33852,OWNER,LOW,111363,3
33853,RENTER,LOW,0,9
33854,RENTER,LOW,43359,8
33855,RENTER,LOW,92162,3
33856,RENTER,LOW,0,4
33857,RENTER,LOW,321768,8
33858,RENTER,LOW,0,8
33859,RENTER,LOW,85264,2
33860,OWNER,LOW,97337,8
33861,OWNER,Med,334684,5
33862,RENTER,LOW,0,7
33863,RENTER,LOW,214381,2
33864,RENTER,LOW,0,9
33865,,LOW,42117,9
33866,OWNER,LOW,123279,3
33867,RENTER,LOW,0,8
33868,RENTER,LOW,98024,5
33869,,LOW,0,2
33870,RENTER,LOW,164832,2
33871,OWNER,LOW,100716,5
33872,RENTER,LOW,0,3
33873,RENTER,LOW,0,7
33874,RENTER,LOW,0,5
33875,OWNER,LOW,91189,5
33876,,LOW,125404,3
33877,RENTER,LOW,0,2
33878,RENTER,LOW,0,9
33879,RENTER,LOW,0,3
33880,RENTER,LOW,0,4
33881,OWNER,Med,148676,3
33882,RENTER,LOW,0,7
33883,RENTER,LOW,0,5
33884,,LOW,0,1
33885,,LOW,108640,8
33886,OWNER,LOW,82273,3
33887,,LOW,0,5
33888,RENTER,LOW,157505,2
33889,RENTER,LOW,217455,3
33890,RENTER,LOW,0,7
33891,RENTER,LOW,69084,3
33892,RENTER,LOW,52995,9
33893,OWNER,LOW,94666,8
33894,RENTER,LOW,0,9
33895,RENTER,LOW,121129,7
33896,RENTER,LOW,0,8
33897,RENTER,LOW,73771,6
33898,,LOW,0,8
33899,RENTER,LOW,0,7
33900,OWNER,LOW,0,5
33901,RENTER,LOW,0,5
33902,OWNER,LOW,99211,7
33903,RENTER,LOW,327163,8
33904,RENTER,LOW,0,5
33905,OWNER,LOW,69814,4
33906,RENTER,LOW,0,5
33907,RENTER,LOW,0,9
33908,RENTER,LOW,127333,9
33909,OWNER,LOW,52102,8
33910,RENTER,LOW,0,5
33911,RENTER,LOW,0,8
33912,OWNER,LOW,137340,5
33913,OWNER,LOW,84529,4
33914,RENTER,LOW,0,7
33915,RENTER,LOW,0,7
33916,OWNER,LOW,136740,6
33917,RENTER,LOW,0,9
33918,RENTER,LOW,96657,5
33919,RENTER,LOW,0,7
33920,RENTER,LOW,0,9
33921,OWNER,LOW,81085,8
33922,RENTER,LOW,0,8
33923,RENTER,LOW,66490,6
33924,RENTER,LOW,0,4
33925,RENTER,LOW,0,8
33926,RENTER,LOW,81760,9
33927,RENTER,LOW,0,9
33928,RENTER,LOW,250754,2
33929,,LOW,0,4
33930,RENTER,LOW,110308,5
33931,OWNER,LOW,26290,3
33932,OWNER,LOW,103724,5
33933,RENTER,LOW,0,8
33934,RENTER,LOW,247975,4
33935,,LOW,287760,7
33936,RENTER,LOW,0,5
33937,RENTER,LOW,117883,8
33938,RENTER,LOW,140849,7
33939,RENTER,LOW,0,4
33940,RENTER,LOW,0,9
33941,RENTER,LOW,94525,8
33942,,LOW,216997,4
33943,RENTER,LOW,1000000,1
33944,RENTER,LOW,1000000,1
33945,RENTER,LOW,0,3
33946,OWNER,LOW,87287,4
33947,RENTER,LOW,178574,7
33948,RENTER,LOW,0,8
33949,OWNER,LOW,19064,8
33950,RENTER,LOW,0,9
33951,,LOW,0,9
33952,OWNER,LOW,111180,4
33953,RENTER,LOW,0,6
33954,RENTER,LOW,0,3
33955,RENTER,LOW,64478,6
33956,OWNER,LOW,71416,9
33957,OWNER,LOW,179424,3
33958,OWNER,LOW,117425,8
33959,RENTER,LOW,113120,3
33960,RENTER,LOW,0,6
33961,RENTER,LOW,11069,8
33962,RENTER,LOW,0,6
33963,RENTER,LOW,0,7
33964,RENTER,LOW,0,2
33965,RENTER,LOW,376965,8
33966,,LOW,0,5
33967,OWNER,LOW,78810,3
33968,RENTER,LOW,0,5
33969,RENTER,LOW,0,9
33970,RENTER,LOW,0,6
33971,RENTER,LOW,220064,8
33972,RENTER,LOW,190205,8
33973,RENTER,LOW,0,8
33974,RENTER,LOW,0,7
33975,RENTER,LOW,0,5
33976,RENTER,LOW,634380,1
33977,RENTER,LOW,268549,1
33978,RENTER,LOW,0,9
33979,,LOW,0,8
33980,RENTER,LOW,94475,4
33981,RENTER,LOW,494395,3
33982,RENTER,LOW,0,9
33983,RENTER,LOW,0,4
33984,RENTER,LOW,0,9
33985,RENTER,LOW,0,1
33986,RENTER,LOW,182560,5
33987,OWNER,LOW,53280,6
33988,OWNER,LOW,249566,5
33989,,LOW,82880,2
33990,RENTER,LOW,0,3
33991,RENTER,LOW,0,8
33992,RENTER,LOW,0,9
33993,RENTER,LOW,0,3
33994,RENTER,LOW,253120,5
33995,RENTER,LOW,0,9
33996,RENTER,LOW,80224,9
33997,RENTER,LOW,0,3
33998,RENTER,LOW,0,3
33999,OWNER,LOW,158867,3
34000,RENTER,LOW,0,8
34001,RENTER,LOW,98273,6
34002,RENTER,LOW,163016,3
34003,RENTER,LOW,0,4
34004,RENTER,LOW,0,4
34005,RENTER,LOW,87897,7
34006,RENTER,LOW,432490,7
34007,RENTER,LOW,0,5
34008,RENTER,LOW,0,7
34009,RENTER,LOW,0,8
34010,RENTER,LOW,0,7
34011,RENTER,LOW,185212,1
34012,RENTER,LOW,0,8
34013,OWNER,Med,204048,7
34014,RENTER,LOW,0,5
34015,RENTER,LOW,0,3
34016,RENTER,LOW,0,9
34017,RENTER,LOW,0,7
34018,RENTER,LOW,41877,8
34019,RENTER,LOW,260237,4
34020,RENTER,LOW,5000000,1
34021,RENTER,LOW,254144,6
34022,RENTER,LOW,0,7
34023,OWNER,LOW,98790,6
34024,OWNER,LOW,15870,4
34025,RENTER,LOW,147840,9
34026,RENTER,LOW,0,8
34027,RENTER,LOW,0,3
34028,RENTER,LOW,0,5
34029,OWNER,Med,324248,2
34030,RENTER,LOW,200908,4
34031,RENTER,LOW,0,5
34032,RENTER,LOW,0,8
34033,OWNER,LOW,104378,5
34034,RENTER,LOW,234724,3
34035,,LOW,0,6
34036,RENTER,LOW,0,9
34037,OWNER,LOW,40286,1
34038,RENTER,LOW,291970,1
34039,RENTER,LOW,0,6
34040,RENTER,LOW,0,8
34041,OWNER,LOW,150116,5
34042,RENTER,LOW,0,6
34043,RENTER,LOW,258330,8
34044,,LOW,0,7
34045,RENTER,LOW,0,6
34046,OWNER,LOW,67890,7
34047,RENTER,LOW,0,8
34048,RENTER,LOW,4377222,7
34049,RENTER,LOW,188264,9
34050,RENTER,LOW,204375,2
34051,RENTER,LOW,0,9
34052,,LOW,0,3
34053,OWNER,LOW,177302,3
34054,RENTER,LOW,0,9
34055,OWNER,LOW,105577,8
34056,OWNER,LOW,42837,8
34057,RENTER,LOW,87407,5
34058,RENTER,LOW,249760,3
34059,RENTER,LOW,0,8
34060,RENTER,LOW,101920,5
34061,RENTER,LOW,0,8
34062,RENTER,LOW,0,5
34063,RENTER,LOW,0,8
34064,RENTER,LOW,0,8
34065,OWNER,LOW,111256,3
34066,OWNER,Med,192184,1
34067,RENTER,LOW,0,2
34068,,LOW,0,3
34069,RENTER,LOW,0,8
34070,RENTER,LOW,521565,1
34071,OWNER,High,430332,1
34072,RENTER,LOW,238560,7
34073,RENTER,LOW,312830,2
34074,OWNER,LOW,122878,5
34075,RENTER,LOW,0,8
34076,RENTER,LOW,0,5
34077,RENTER,LOW,0,8
34078,OWNER,LOW,505760,4
34079,RENTER,LOW,32612,7
34080,OWNER,LOW,0,3
34081,RENTER,LOW,52540,7
34082,OWNER,LOW,0,7
34083,RENTER,LOW,0,3
34084,RENTER,LOW,0,9
34085,RENTER,LOW,0,8
34086,,LOW,0,5
34087,OWNER,LOW,0,6
34088,,LOW,0,3
34089,OWNER,LOW,472079,2
34090,OWNER,LOW,131236,1
34091,OWNER,LOW,236911,3
34092,RENTER,LOW,0,8
34093,OWNER,LOW,145678,1
34094,RENTER,LOW,504496,1
34095,OWNER,Med,199512,1
34096,RENTER,LOW,230704,2
34097,RENTER,LOW,0,4
34098,OWNER,LOW,0,4
34099,RENTER,LOW,0,8
34100,OWNER,LOW,49518,3
34101,OWNER,Med,199993,5
34102,,LOW,144207,8
34103,OWNER,LOW,110839,3
34104,,LOW,0,4
34105,OWNER,LOW,0,3
34106,,LOW,0,9
34107,OWNER,LOW,0,3
34108,RENTER,LOW,0,9
34109,RENTER,LOW,0,5
34110,,LOW,271935,1
34111,OWNER,LOW,0,2
34112,OWNER,LOW,422549,1
34113,OWNER,LOW,162895,2
34114,OWNER,High,438419,1
34115,RENTER,LOW,189496,2
34116,RENTER,LOW,0,5
34117,OWNER,LOW,684738,2
34118,,LOW,0,5
34119,RENTER,LOW,0,9
34120,OWNER,LOW,276731,1
34121,OWNER,LOW,1000000,3
34122,OWNER,LOW,0,2
34123,OWNER,LOW,342074,1
34124,,LOW,0,1
34125,OWNER,LOW,0,9
34126,,LOW,0,3
34127,OWNER,LOW,0,5
34128,,LOW,0,9
34129,OWNER,LOW,139629,1
34130,OWNER,Med,284136,3
34131,RENTER,LOW,0,1
34132,RENTER,LOW,0,3
34133,OWNER,LOW,62720,3
34134,RENTER,LOW,0,9
34135,,LOW,0,4
34136,OWNER,Med,255060,2
34137,,LOW,0,7
34138,OWNER,Med,571596,1
34139,RENTER,LOW,0,9
34140,OWNER,LOW,0,9
34141,RENTER,LOW,0,8
34142,,LOW,0,7
34143,,LOW,544324,1
34144,OWNER,LOW,758116,1
34145,OWNER,LOW,1041331,2
34146,RENTER,LOW,0,9
34147,RENTER,LOW,243288,1
34148,OWNER,Med,155979,1
34149,OWNER,LOW,201650,5
34150,RENTER,LOW,0,2
34151,RENTER,LOW,0,8
34152,OWNER,LOW,207884,4
34153,OWNER,High,388314,2
34154,,LOW,0,5
34155,RENTER,LOW,0,5
34156,OWNER,LOW,0,2
34157,OWNER,LOW,214675,2
34158,OWNER,LOW,208126,1
34159,RENTER,LOW,0,8
34160,OWNER,Med,294300,1
34161,OWNER,Med,271306,3
34162,OWNER,LOW,130800,1
34163,RENTER,LOW,0,8
34164,RENTER,LOW,0,2
34165,RENTER,LOW,209782,2
34166,OWNER,LOW,190019,1
34167,RENTER,LOW,0,5
34168,OWNER,LOW,152070,1
34169,OWNER,LOW,28122,5
34170,OWNER,LOW,0,2
34171,OWNER,LOW,149994,3
34172,RENTER,LOW,0,4
34173,RENTER,LOW,0,3
34174,OWNER,Med,186608,4
34175,OWNER,Med,218000,2
34176,RENTER,LOW,135198,4
34177,RENTER,LOW,0,5
34178,OWNER,LOW,79706,3
34179,OWNER,LOW,0,4
34180,OWNER,Med,270494,2
34181,RENTER,LOW,0,8
34182,RENTER,LOW,0,5
34183,OWNER,LOW,175370,1
34184,,LOW,0,7
34185,RENTER,LOW,0,1
34186,RENTER,LOW,0,9
34187,RENTER,LOW,0,7
34188,RENTER,LOW,250116,2
34189,OWNER,LOW,112847,7
34190,RENTER,LOW,0,6
34191,OWNER,LOW,250828,9
34192,OWNER,LOW,210064,1
34193,OWNER,LOW,0,3
34194,RENTER,LOW,0,9
34195,OWNER,LOW,232954,1
34196,RENTER,LOW,0,3
34197,OWNER,LOW,125077,1
34198,OWNER,LOW,454050,1
34199,RENTER,LOW,0,3
34200,OWNER,LOW,122080,7
34201,RENTER,LOW,0,6
34202,OWNER,LOW,185016,4
34203,RENTER,LOW,176198,5
34204,RENTER,LOW,0,2
34205,,LOW,0,3
34206,OWNER,LOW,10529,6
34207,RENTER,LOW,309701,2
34208,OWNER,LOW,158050,6
34209,OWNER,LOW,0,8
34210,RENTER,LOW,0,8
34211,OWNER,LOW,399703,1
34212,RENTER,LOW,0,7
34213,OWNER,LOW,194826,1
34214,RENTER,LOW,197919,3
34215,OWNER,Med,233968,3
34216,OWNER,LOW,0,3
34217,RENTER,LOW,65821,8
34218,RENTER,LOW,0,9
34219,RENTER,LOW,99384,1
34220,OWNER,LOW,292152,1
34221,RENTER,LOW,0,7
34222,RENTER,LOW,0,5
34223,RENTER,LOW,0,5
34224,OWNER,LOW,0,5
34225,RENTER,LOW,0,5
34226,RENTER,LOW,0,3
34227,OWNER,LOW,0,1
34228,RENTER,LOW,498675,5
34229,,LOW,0,9
34230,RENTER,LOW,0,7
34231,OWNER,LOW,0,3
34232,,LOW,0,7
34233,,LOW,0,5
34234,OWNER,LOW,103093,2
34235,RENTER,LOW,291814,1
34236,OWNER,Med,256150,3
34237,OWNER,Med,172220,2
34238,RENTER,LOW,0,4
34239,RENTER,LOW,0,5
34240,OWNER,LOW,130113,2
34241,OWNER,LOW,519668,1
34242,RENTER,LOW,0,4
34243,OWNER,LOW,0,1
34244,RENTER,LOW,0,8
34245,OWNER,LOW,71940,1
34246,OWNER,LOW,183730,1
34247,,LOW,0,4
34248,RENTER,LOW,0,9
34249,RENTER,LOW,0,1
34250,,LOW,0,5
34251,RENTER,LOW,1000000,1
34252,RENTER,LOW,0,5
34253,,LOW,0,5
34254,OWNER,LOW,108770,2
34255,OWNER,LOW,0,5
34256,OWNER,LOW,0,8
34257,RENTER,LOW,14497,4
34258,OWNER,Med,221836,2
34259,OWNER,High,309451,5
34260,OWNER,High,298551,2
34261,OWNER,LOW,68670,3
34262,OWNER,LOW,111234,2
34263,OWNER,LOW,115376,7
34264,OWNER,LOW,0,7
34265,OWNER,Med,177888,4
34266,OWNER,LOW,143171,2
34267,OWNER,LOW,76590,2
34268,,LOW,40875,9
34269,OWNER,LOW,219776,3
34270,RENTER,LOW,168405,8
34271,OWNER,LOW,173517,2
34272,OWNER,LOW,189278,6
34273,OWNER,LOW,33166,8
34274,OWNER,LOW,200173,2
34275,OWNER,LOW,156469,2
34276,RENTER,LOW,272064,2
34277,,LOW,0,5
34278,OWNER,LOW,111180,2
34279,OWNER,LOW,108959,8
34280,OWNER,LOW,160884,2
34281,OWNER,LOW,0,4
34282,RENTER,LOW,0,9
34283,RENTER,LOW,280402,2
34284,OWNER,LOW,113360,5
34285,OWNER,LOW,353726,2
34286,OWNER,LOW,131072,2
34287,OWNER,LOW,193376,2
34288,OWNER,LOW,345213,5
34289,OWNER,LOW,237881,2
34290,OWNER,LOW,154136,2
34291,OWNER,LOW,191958,1
34292,OWNER,LOW,153254,1
34293,OWNER,LOW,351786,1
34294,OWNER,LOW,104541,8
34295,OWNER,LOW,171544,4
34296,OWNER,Med,205437,1
34297,OWNER,LOW,0,6
34298,OWNER,LOW,268597,2
34299,OWNER,LOW,0,8
34300,OWNER,LOW,0,4
34301,OWNER,LOW,0,2
34302,RENTER,LOW,90688,8
34303,RENTER,LOW,0,3
34304,OWNER,LOW,181517,2
34305,OWNER,Med,146986,3
34306,OWNER,LOW,134222,5
34307,OWNER,LOW,211787,3
34308,OWNER,LOW,122690,4
34309,OWNER,High,329103,2
34310,OWNER,LOW,25331,7
34311,OWNER,Med,298224,2
34312,OWNER,LOW,81205,2
34313,RENTER,LOW,77155,3
34314,OWNER,LOW,194510,5
34315,,LOW,265458,1
34316,OWNER,LOW,93394,6
34317,OWNER,LOW,131650,6
34318,OWNER,LOW,150426,7
34319,OWNER,LOW,68670,8
34320,OWNER,LOW,72103,2
34321,OWNER,LOW,0,2
34322,OWNER,LOW,156960,3
34323,OWNER,LOW,0,4
34324,OWNER,LOW,0,3
34325,OWNER,LOW,147695,2
34326,OWNER,LOW,48379,8
34327,OWNER,LOW,142441,1
34328,OWNER,LOW,109872,6
34329,OWNER,LOW,220888,5
34330,OWNER,LOW,170694,4
34331,OWNER,LOW,204484,2
34332,OWNER,LOW,240900,2
34333,RENTER,LOW,81810,3
34334,RENTER,LOW,0,5
34335,RENTER,LOW,74556,8
34336,OWNER,LOW,216910,5
34337,RENTER,LOW,0,9
34338,OWNER,LOW,16818,5
34339,OWNER,LOW,76038,5
34340,OWNER,LOW,254231,2
34341,OWNER,LOW,232006,1
34342,OWNER,LOW,84017,8
34343,OWNER,LOW,0,2
34344,OWNER,LOW,113842,6
34345,RENTER,LOW,88233,2
34346,OWNER,Med,140228,1
34347,OWNER,LOW,94350,4
34348,,LOW,155673,2
34349,OWNER,LOW,271846,2
34350,OWNER,High,534154,2
34351,OWNER,LOW,195546,3
34352,OWNER,LOW,73378,6
34353,,LOW,0,1
34354,OWNER,Med,234350,1
34355,RENTER,LOW,372376,1
34356,OWNER,LOW,37147,6
34357,OWNER,LOW,153440,4
34358,OWNER,LOW,118559,3
34359,OWNER,LOW,79134,5
34360,RENTER,LOW,0,5
34361,OWNER,LOW,178051,1
34362,OWNER,LOW,133067,5
34363,OWNER,Med,154807,5
34364,OWNER,LOW,193638,4
34365,OWNER,LOW,0,2
34366,,LOW,217945,4
34367,OWNER,LOW,108582,5
34368,OWNER,LOW,132980,7
34369,RENTER,LOW,0,3
34370,OWNER,LOW,70632,3
34371,OWNER,LOW,164640,1
34372,OWNER,LOW,197344,6
34373,OWNER,LOW,131846,2
34374,OWNER,LOW,129492,3
34375,OWNER,LOW,245141,4
34376,OWNER,LOW,158246,8
34377,OWNER,LOW,180809,8
34378,OWNER,LOW,259120,1
34379,OWNER,Med,158091,3
34380,OWNER,LOW,208473,2
34381,OWNER,LOW,0,1
34382,OWNER,LOW,0,6
34383,OWNER,LOW,0,3
34384,OWNER,Med,201432,1
34385,OWNER,LOW,267420,6
34386,,LOW,0,6
34387,OWNER,LOW,165135,3
34388,OWNER,LOW,160099,2
34389,OWNER,LOW,91124,4
34390,OWNER,LOW,299989,1
34391,OWNER,LOW,0,5
34392,OWNER,LOW,467359,1
34393,OWNER,LOW,286844,2
34394,OWNER,LOW,150080,8
34395,OWNER,LOW,45612,3
34396,OWNER,LOW,171064,5
34397,OWNER,LOW,0,3
34398,,LOW,410058,2
34399,OWNER,Med,119880,3
34400,OWNER,LOW,0,3
34401,OWNER,LOW,29108,9
34402,OWNER,LOW,16401,8
34403,OWNER,High,388585,1
34404,OWNER,Med,174182,6
34405,OWNER,LOW,119464,3
34406,OWNER,High,311958,2
34407,OWNER,LOW,187044,3
34408,OWNER,LOW,167718,1
34409,OWNER,LOW,167260,3
34410,OWNER,LOW,129906,3
34411,OWNER,LOW,878976,1
34412,OWNER,LOW,287760,3
34413,OWNER,LOW,10685,2
34414,OWNER,LOW,162137,1
34415,OWNER,LOW,147831,1
34416,OWNER,LOW,94230,2
34417,OWNER,LOW,0,6
34418,OWNER,LOW,71395,5
34419,,LOW,74259,8
34420,OWNER,LOW,450606,3
34421,OWNER,LOW,0,8
34422,RENTER,LOW,137760,5
34423,OWNER,Med,183328,2
34424,OWNER,LOW,112226,8
34425,OWNER,LOW,543866,1
34426,OWNER,LOW,82731,4
34427,RENTER,LOW,227297,3
34428,OWNER,LOW,182302,4
34429,OWNER,LOW,136914,5
34430,OWNER,LOW,117981,5
34431,OWNER,Med,509302,2
34432,,LOW,0,1
34433,RENTER,LOW,425694,3
34434,OWNER,LOW,156469,3
34435,OWNER,LOW,142310,5
34436,RENTER,LOW,93879,2
34437,OWNER,LOW,0,4
34438,OWNER,LOW,519047,2
34439,RENTER,LOW,140491,2
34440,RENTER,LOW,118351,3
34441,OWNER,LOW,163238,3
34442,OWNER,LOW,142735,3
34443,OWNER,LOW,117556,6
34444,OWNER,LOW,189006,2
34445,OWNER,LOW,176133,1
34446,OWNER,Med,220441,2
34447,OWNER,LOW,164709,2
34448,OWNER,LOW,95200,2
34449,,LOW,0,7
34450,OWNER,High,311636,1
34451,OWNER,Med,251027,5
34452,RENTER,LOW,250700,3
34453,,LOW,104212,4
34454,OWNER,LOW,108040,1
34455,OWNER,Med,164045,8
34456,OWNER,LOW,0,2
34457,OWNER,LOW,155216,2
34458,OWNER,High,395670,4
34459,OWNER,LOW,0,5
34460,OWNER,LOW,0,7
34461,OWNER,LOW,45169,8
34462,OWNER,LOW,226382,3
34463,OWNER,LOW,271279,2
34464,OWNER,Med,200723,3
34465,OWNER,LOW,0,3
34466,OWNER,High,473605,3
34467,OWNER,LOW,173894,2
34468,OWNER,LOW,182912,4
34469,OWNER,LOW,102429,3
34470,OWNER,LOW,218239,4
34471,RENTER,LOW,73709,2
34472,OWNER,LOW,67035,4
34473,OWNER,LOW,180667,2
34474,OWNER,LOW,0,2
34475,OWNER,LOW,114450,2
34476,OWNER,LOW,105547,5
34477,OWNER,LOW,149532,2
34478,OWNER,LOW,141002,3
34479,OWNER,LOW,207986,2
34480,OWNER,LOW,102176,3
34481,OWNER,LOW,303074,2
34482,OWNER,Med,456165,1
34483,OWNER,Med,259572,1
34484,OWNER,LOW,169331,2
34485,OWNER,LOW,79722,2
34486,OWNER,LOW,84714,6
34487,OWNER,LOW,123170,5
34488,,LOW,0,5
34489,OWNER,LOW,0,9
34490,OWNER,Med,445701,2
34491,OWNER,LOW,121088,5
34492,OWNER,LOW,116248,4
34493,OWNER,LOW,263496,7
34494,OWNER,LOW,242939,2
34495,OWNER,Med,152114,1
34496,OWNER,LOW,211896,1
34497,OWNER,LOW,514153,1
34498,OWNER,LOW,113087,2
34499,OWNER,LOW,0,4
34500,RENTER,LOW,0,8
34501,OWNER,LOW,119028,1
34502,OWNER,LOW,109890,2
34503,OWNER,LOW,242099,3
34504,OWNER,LOW,44400,5
34505,OWNER,LOW,202107,3
34506,OWNER,LOW,217912,6
34507,OWNER,LOW,182793,3
34508,OWNER,LOW,121971,2
34509,OWNER,LOW,169614,2
34510,OWNER,LOW,0,5
34511,OWNER,LOW,150202,4
34512,OWNER,LOW,123824,2
34513,,LOW,0,7
34514,OWNER,LOW,34410,8
34515,OWNER,LOW,40097,8
34516,,LOW,214152,2
34517,OWNER,LOW,192766,3
34518,OWNER,Med,287760,6
34519,OWNER,Med,335066,2
34520,OWNER,LOW,253207,4
34521,OWNER,LOW,361977,6
34522,OWNER,LOW,107092,6
34523,OWNER,LOW,273764,3
34524,OWNER,LOW,190455,2
34525,OWNER,LOW,66080,1
34526,,LOW,134400,5
34527,OWNER,LOW,0,6
34528,OWNER,LOW,228638,5
34529,RENTER,LOW,0,8
34530,RENTER,LOW,0,7
34531,OWNER,LOW,111180,2
34532,OWNER,LOW,46483,3
34533,OWNER,LOW,139323,3
34534,OWNER,LOW,150975,8
34535,OWNER,LOW,293253,3
34536,OWNER,LOW,222414,6
34537,OWNER,LOW,121928,3
34538,RENTER,LOW,161756,3
34539,OWNER,LOW,57988,3
34540,OWNER,LOW,0,3
34541,OWNER,LOW,346926,4
34542,OWNER,LOW,148131,6
34543,OWNER,LOW,0,6
34544,OWNER,LOW,199666,7
34545,OWNER,LOW,60037,3
34546,OWNER,LOW,130930,3
34547,OWNER,LOW,144992,2
34548,OWNER,LOW,54478,7
34549,OWNER,LOW,0,3
34550,OWNER,LOW,79570,5
34551,,LOW,93522,8
34552,OWNER,LOW,0,5
34553,OWNER,LOW,135378,3
34554,,LOW,0,3
34555,OWNER,LOW,122189,2
34556,OWNER,LOW,5000,8
34557,OWNER,LOW,272674,2
34558,OWNER,LOW,45868,8
34559,OWNER,LOW,0,3
34560,OWNER,LOW,198380,5
34561,OWNER,Med,155652,3
34562,OWNER,LOW,0,6
34563,OWNER,LOW,111725,6
34564,OWNER,LOW,169059,2
34565,OWNER,LOW,249043,2
34566,OWNER,LOW,0,2
34567,OWNER,LOW,277296,6
34568,OWNER,LOW,0,7
34569,OWNER,LOW,247931,1
34570,OWNER,LOW,332057,5
34571,OWNER,LOW,205029,6
34572,RENTER,LOW,136337,8
34573,OWNER,LOW,0,2
34574,RENTER,LOW,428860,2
34575,OWNER,LOW,204960,4
34576,RENTER,LOW,50499,9
34577,OWNER,LOW,184558,2
34578,RENTER,LOW,0,9
34579,OWNER,LOW,337987,2
34580,,LOW,65890,3
34581,OWNER,LOW,0,2
34582,OWNER,LOW,153308,2
34583,OWNER,LOW,111339,1
34584,,LOW,0,4
34585,,LOW,0,4
34586,,LOW,0,2
34587,OWNER,LOW,190750,3
34588,OWNER,Med,246449,4
34589,OWNER,LOW,0,8
34590,OWNER,LOW,69324,1
34591,OWNER,LOW,128903,2
34592,OWNER,LOW,83250,7
34593,OWNER,LOW,172656,3
34594,OWNER,LOW,145678,2
34595,OWNER,LOW,187752,4
34596,OWNER,LOW,0,6
34597,OWNER,LOW,193056,4
34598,OWNER,LOW,128620,8
34599,RENTER,LOW,50232,7
34600,OWNER,LOW,226393,2
34601,OWNER,LOW,129099,5
34602,OWNER,LOW,0,2
34603,OWNER,Med,176629,2
34604,OWNER,High,318825,3
34605,OWNER,LOW,0,3
34606,RENTER,LOW,112584,3
34607,RENTER,LOW,0,8
34608,OWNER,LOW,0,6
34609,OWNER,LOW,437962,8
34610,OWNER,LOW,173964,3
34611,OWNER,LOW,142016,5
34612,OWNER,Med,210043,5
34613,OWNER,Med,354468,1
34614,OWNER,LOW,80605,1
34615,OWNER,LOW,236857,1
34616,OWNER,LOW,146060,6
34617,RENTER,LOW,19732,8
34618,,LOW,0,4
34619,OWNER,LOW,82491,4
34620,OWNER,LOW,300534,6
34621,OWNER,Med,139389,4
34622,OWNER,LOW,0,4
34623,OWNER,High,292076,2
34624,OWNER,LOW,153570,3
34625,OWNER,LOW,51578,9
34626,OWNER,LOW,96388,5
34627,OWNER,Med,752100,4
34628,RENTER,LOW,0,5
34629,RENTER,LOW,193011,2
34630,OWNER,LOW,76899,8
34631,OWNER,LOW,94012,6
34632,OWNER,LOW,122690,2
34633,OWNER,LOW,142074,3
34634,OWNER,LOW,0,2
34635,OWNER,High,343241,2
34636,OWNER,High,363733,3
34637,OWNER,LOW,0,7
34638,OWNER,LOW,40548,3
34639,OWNER,LOW,88126,8
34640,OWNER,Med,111104,8
34641,,LOW,152320,3
34642,OWNER,LOW,112804,6
34643,OWNER,LOW,253098,3
34644,OWNER,LOW,156949,3
34645,OWNER,LOW,91020,5
34646,,LOW,67200,8
34647,OWNER,LOW,343350,1
34648,OWNER,LOW,0,3
34649,OWNER,LOW,102416,2
34650,OWNER,LOW,147640,6
34651,RENTER,LOW,71416,5
34652,OWNER,LOW,210936,4
34653,OWNER,LOW,0,8
34654,OWNER,LOW,0,2
34655,OWNER,LOW,129870,2
34656,OWNER,LOW,158578,5
34657,,LOW,118047,5
34658,OWNER,LOW,183512,3
34659,OWNER,LOW,97010,7
34660,OWNER,LOW,258155,2
34661,OWNER,LOW,107520,2
34662,OWNER,LOW,285122,3
34663,OWNER,LOW,0,5
34664,,LOW,43927,6
34665,OWNER,LOW,97680,1
34666,OWNER,LOW,246574,4
34667,OWNER,LOW,0,4
34668,OWNER,LOW,70959,9
34669,OWNER,LOW,189169,6
34670,OWNER,LOW,198412,4
34671,,LOW,708282,7
34672,OWNER,LOW,141852,6
34673,OWNER,LOW,112847,2
34674,OWNER,LOW,294005,8
34675,OWNER,LOW,188237,2
34676,OWNER,LOW,0,5
34677,OWNER,High,461615,1
34678,OWNER,LOW,33942,5
34679,OWNER,High,269448,2
34680,OWNER,LOW,69542,6
34681,OWNER,LOW,56581,5
34682,OWNER,LOW,0,3
34683,,LOW,0,9
34684,OWNER,LOW,321528,1
34685,OWNER,LOW,90546,8
34686,OWNER,LOW,239854,3
34687,OWNER,LOW,0,6
34688,RENTER,LOW,0,6
34689,OWNER,LOW,0,4
34690,OWNER,LOW,63935,6
34691,OWNER,LOW,141198,3
34692,OWNER,LOW,124096,3
34693,OWNER,LOW,111234,2
34694,OWNER,High,506359,3
34695,OWNER,LOW,147106,5
34696,OWNER,LOW,156077,2
34697,,LOW,114327,4
34698,OWNER,LOW,133372,3
34699,OWNER,LOW,233805,2
